category,regime,model,model_slug,weighting,n,weight_sum,negative_log_score,interval_score
Sports,all,"Beta, no hurdle",beta_no_hurdle,volume,251686,346724346.0,10.88730832496199,0.24503474654480165
Sports,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,251686,346724346.0,9.821596595812046,0.25865384187070917
Sports,all,MHB,mhb,volume,251686,346724346.0,9.708785675734877,0.25933184823759375
Sports,all,DR normal,dr_normal,contract_balanced,251686,280.0,2.5226699228280087,0.252010555447051
Sports,all,DR-AS normal,dras_normal,contract_balanced,251686,280.0,2.7180062949467785,0.2510641964466186
Sports,all,"Beta, no hurdle",beta_no_hurdle,contract_balanced,251686,280.0,17.854849441874023,0.2632619534302701
Sports,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,251686,280.0,17.460323544402254,0.2736205368544159
Sports,all,MHB,mhb,contract_balanced,251686,280.0,16.88616358973158,0.2738284344192529
All,active,DR normal,dr_normal,equal,180292,180292.0,16.406510614117988,0.31626371916137613
All,active,DR-AS normal,dras_normal,equal,180292,180292.0,15.213187418396043,0.30502152806577565
All,active,"Beta, no hurdle",beta_no_hurdle,equal,180292,180292.0,15.52382335237061,0.30662453715044047
All,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,180292,180292.0,41.12867396062338,0.38327172667920834
All,active,MHB,mhb,equal,180292,180292.0,13.296854258676486,0.3798757761526505
All,active,DR normal,dr_normal,volume,180292,467394644.67,19.55609566677725,0.4428703631421953
All,active,DR-AS normal,dras_normal,volume,180292,467394644.67,3.915087980234193,0.2750704432525289
All,active,"Beta, no hurdle",beta_no_hurdle,volume,180292,467394644.67,7.966168299433041,0.34280097702072293
All,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,180292,467394644.67,9.439112130255719,0.3377457753446497
All,active,MHB,mhb,volume,180292,467394644.67,8.315164098897295,0.3384567118807343
All,active,DR normal,dr_normal,contract_balanced,180292,1335.0,21.109327380829,0.49102013526806115
All,active,DR-AS normal,dras_normal,contract_balanced,180292,1335.0,12.423248734586588,0.4145802384278976
All,active,"Beta, no hurdle",beta_no_hurdle,contract_balanced,180292,1335.0,15.900777802382065,0.423833172005962
All,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,180292,1335.0,20.4541974668358,0.4480591681984379
All,active,MHB,mhb,contract_balanced,180292,1335.0,12.291828039759507,0.44725971136495996
Economics,active,DR normal,dr_normal,equal,168349,168349.0,17.152796141105828,0.32234394230244684
Economics,active,DR-AS normal,dras_normal,equal,168349,168349.0,15.911381648407728,0.31058986430180735
Economics,active,"Beta, no hurdle",beta_no_hurdle,equal,168349,168349.0,16.140179039673146,0.3122267443691
Economics,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,168349,168349.0,41.33450495181758,0.38715867990989294
Economics,active,MHB,mhb,equal,168349,168349.0,13.666002652109912,0.3836029521823404
Economics,active,DR normal,dr_normal,volume,168349,60861086.67,8.089277159606649,0.2912916913030705
Economics,active,DR-AS normal,dras_normal,volume,168349,60861086.67,4.9931815048661665,0.25110452630753716
Economics,active,"Beta, no hurdle",beta_no_hurdle,volume,168349,60861086.67,5.602244067738491,0.2504593536589674
Economics,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,168349,60861086.67,8.675979498557703,0.2657037177328052
Economics,active,MHB,mhb,volume,168349,60861086.67,5.692233017204935,0.26699419934917973
Economics,active,DR normal,dr_normal,contract_balanced,168349,1111.0,21.4073371367547,0.4383521426368406
Economics,active,DR-AS normal,dras_normal,contract_balanced,168349,1111.0,11.10051064795909,0.35223662422531
Economics,active,"Beta, no hurdle",beta_no_hurdle,contract_balanced,168349,1111.0,11.3041113697935,0.35765118314191297
Economics,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,168349,1111.0,18.337284082956582,0.37937392636203493
Economics,active,MHB,mhb,contract_balanced,168349,1111.0,9.182410182848338,0.37835477912736665
Politics,active,DR normal,dr_normal,equal,2269,2269.0,5.813242926843901,0.17670377900047723
Politics,active,DR-AS normal,dras_normal,equal,2269,2269.0,4.205904195658343,0.17757676326024713
Politics,active,"Beta, no hurdle",beta_no_hurdle,equal,2269,2269.0,4.785721299662169,0.17517386184645264
Politics,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,2269,2269.0,7.770935790712985,0.208367553074954
Politics,active,MHB,mhb,equal,2269,2269.0,5.311056842146548,0.20768510642475918
Politics,active,DR normal,dr_normal,volume,2269,311387611.0,25.408216689352567,0.44611074547889507
Politics,active,DR-AS normal,dras_normal,volume,2269,311387611.0,3.313100972372514,0.20657381825831755
Politics,active,"Beta, no hurdle",beta_no_hurdle,volume,2269,311387611.0,5.316738412011722,0.30530761316606536
Politics,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,2269,311387611.0,6.6096515924435275,0.2894914389127303
Politics,active,MHB,mhb,volume,2269,311387611.0,5.624297928497321,0.28964808401887326
Politics,active,DR normal,dr_normal,contract_balanced,2269,12.0,7.829671132062913,0.33071274542949863
Politics,active,DR-AS normal,dras_normal,contract_balanced,2269,12.0,3.457506349342387,0.296318862126646
Politics,active,"Beta, no hurdle",beta_no_hurdle,contract_balanced,2269,12.0,4.396957095620201,0.30735335726348667
Politics,active,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,2269,12.0,5.684521047554561,0.3032562187644882
Politics,active,MHB,mhb,contract_balanced,2269,12.0,5.1084837618446315,0.3033494885013846
