month,model,model_slug,weighting,n,weight_sum,k_original,k_mhb,negative_log_score,interval_score,coverage,width
2022-03,DR normal,dr_normal,equal,1961,1961.0,0.10898054529141524,0.0620600046297389,10.227131423181174,0.15430578636545628,0.942376338602754,0.02573799775443369
2022-03,DR normal,dr_normal,volume,1961,268436.0,0.10898054529141524,0.0620600046297389,6.7286189206497555,0.10275441704331853,0.9391400557302299,0.04116190595599514
2022-03,DR normal,dr_normal,contract_balanced,1961,54.0,0.10898054529141524,0.0620600046297389,12.079546883725067,0.2866333422719351,0.8374663669105945,0.026317391645491215
2022-03,DR-AS normal,dras_normal,equal,1961,1961.0,0.10898054529141524,0.0620600046297389,9.304069307145252,0.14943250386103757,0.9602243753187152,0.03553169010442011
2022-03,DR-AS normal,dras_normal,volume,1961,268436.0,0.10898054529141524,0.0620600046297389,2.857926826578795,0.13059759090034284,0.9877400944731705,0.11511280789327094
2022-03,DR-AS normal,dras_normal,contract_balanced,1961,54.0,0.10898054529141524,0.0620600046297389,4.476487898091535,0.2079547346740937,0.9234131120943687,0.07463473389155079
2022-03,"Beta, no hurdle",beta_no_hurdle,equal,1961,1961.0,0.10898054529141524,0.0620600046297389,9.567809507543252,0.14854221100886672,0.956654767975523,0.032492411004640495
2022-03,"Beta, no hurdle",beta_no_hurdle,volume,1961,268436.0,0.10898054529141524,0.0620600046297389,2.756684510737802,0.11510777445593554,0.9780096559328852,0.09452097715253986
2022-03,"Beta, no hurdle",beta_no_hurdle,contract_balanced,1961,54.0,0.10898054529141524,0.0620600046297389,4.380996512046759,0.21251403522832063,0.8948551190618441,0.06092330067934312
2022-03,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,1961,1961.0,0.10898054529141524,0.0620600046297389,5.793005034309932,0.14906566659131987,0.9653238143804185,0.038444078187589985
2022-03,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,1961,268436.0,0.10898054529141524,0.0620600046297389,2.126382733786347,0.12165825301630763,0.9877400944731705,0.1054490046357123
2022-03,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,1961,54.0,0.10898054529141524,0.0620600046297389,1.9422617107320561,0.2022117628073148,0.9297262434075002,0.07149357355025174
2022-03,MHB,mhb,equal,1961,1961.0,0.10898054529141524,0.0620600046297389,6.152706477889031,0.14903349730404114,0.9653238143804185,0.03836534707030982
2022-03,MHB,mhb,volume,1961,268436.0,0.10898054529141524,0.0620600046297389,2.125967332868359,0.12164512516176823,0.9877400944731705,0.10543942682358734
2022-03,MHB,mhb,contract_balanced,1961,54.0,0.10898054529141524,0.0620600046297389,1.9324073083836053,0.20192873700363542,0.9297262434075002,0.07100723756014046
2022-04,DR normal,dr_normal,equal,5214,5214.0,0.09202948471644476,0.04469217170659738,12.882094593492484,0.2390286747215138,0.9175297276563099,0.03682837757924408
2022-04,DR normal,dr_normal,volume,5214,341189.0,0.09202948471644476,0.04469217170659738,4.852501072980635,0.14420626932363906,0.9092350574022023,0.045080572292256385
2022-04,DR normal,dr_normal,contract_balanced,5214,103.0,0.09202948471644476,0.04469217170659738,15.815059405419577,0.2821834650121995,0.8782688750665415,0.029890405867200827
2022-04,DR-AS normal,dras_normal,equal,5214,5214.0,0.09202948471644476,0.04469217170659738,12.76767241247788,0.23934397209131292,0.9238588415803606,0.04225210444410292
2022-04,DR-AS normal,dras_normal,volume,5214,341189.0,0.09202948471644476,0.04469217170659738,4.756240028416596,0.13839892235602513,0.9878395845118102,0.1148725415824197
2022-04,DR-AS normal,dras_normal,contract_balanced,5214,103.0,0.09202948471644476,0.04469217170659738,15.980814101831175,0.29172949825932126,0.9369312618148619,0.07009480814817037
2022-04,"Beta, no hurdle",beta_no_hurdle,equal,5214,5214.0,0.09202948471644476,0.04469217170659738,12.202178873364893,0.23786095501629073,0.9236670502493287,0.040025505116577056
2022-04,"Beta, no hurdle",beta_no_hurdle,volume,5214,341189.0,0.09202948471644476,0.04469217170659738,4.575566060703897,0.12012868659561593,0.9802631386123234,0.08985544042305936
2022-04,"Beta, no hurdle",beta_no_hurdle,contract_balanced,5214,103.0,0.09202948471644476,0.04469217170659738,15.051850278837698,0.28151911674552754,0.9333155839142689,0.05563239050817459
2022-04,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,5214,5214.0,0.09202948471644476,0.04469217170659738,7.644470542968021,0.2369952356004446,0.9380514000767165,0.050148550185966645
2022-04,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,5214,341189.0,0.09202948471644476,0.04469217170659738,3.1651966857287075,0.12787166809656986,0.9864004994299347,0.103210071393258
2022-04,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,5214,103.0,0.09202948471644476,0.04469217170659738,7.471429514746527,0.2832657579009231,0.9449049533356051,0.06590279103971652
2022-04,MHB,mhb,equal,5214,5214.0,0.09202948471644476,0.04469217170659738,7.636466017668126,0.23724925422522708,0.9357499041043345,0.050013627732598
2022-04,MHB,mhb,volume,5214,341189.0,0.09202948471644476,0.04469217170659738,3.1666682824696126,0.12792197756725443,0.9864004994299347,0.10336643364197802
2022-04,MHB,mhb,contract_balanced,5214,103.0,0.09202948471644476,0.04469217170659738,7.454029449088937,0.2838668313089658,0.9420860275274101,0.06572463059605135
2022-05,DR normal,dr_normal,equal,7072,7072.0,0.10014762035365825,0.04451496571398026,8.399384594287046,0.15634301480632473,0.941035067873303,0.04918108983855224
2022-05,DR normal,dr_normal,volume,7072,502321.0,0.10014762035365825,0.04451496571398026,13.754223137678991,0.3309636791967947,0.8775026327786416,0.0960461482845391
2022-05,DR normal,dr_normal,contract_balanced,7072,132.0,0.10014762035365825,0.04451496571398026,23.702601996011975,0.34380857364040224,0.8332795328640598,0.037924464370885556
2022-05,DR-AS normal,dras_normal,equal,7072,7072.0,0.10014762035365825,0.04451496571398026,7.19008236909572,0.1524768904446266,0.9483880090497736,0.05554056938822664
2022-05,DR-AS normal,dras_normal,volume,7072,502321.0,0.10014762035365825,0.04451496571398026,3.6711823815948526,0.3022385689446018,0.9748089369148413,0.17868425918417058
2022-05,DR-AS normal,dras_normal,contract_balanced,7072,132.0,0.10014762035365825,0.04451496571398026,4.4332216947593235,0.2769450127819585,0.9215815851174238,0.0855892328159453
2022-05,"Beta, no hurdle",beta_no_hurdle,equal,7072,7072.0,0.10014762035365825,0.04451496571398026,7.23847573440689,0.15282950145107937,0.945418552036199,0.0536305993516193
2022-05,"Beta, no hurdle",beta_no_hurdle,volume,7072,502321.0,0.10014762035365825,0.04451496571398026,3.6435413000276755,0.29443357276560495,0.9585842519026677,0.14945435652214384
2022-05,"Beta, no hurdle",beta_no_hurdle,contract_balanced,7072,132.0,0.10014762035365825,0.04451496571398026,5.207991884807138,0.2877046219236236,0.8909929304545141,0.06902268375136071
2022-05,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,7072,7072.0,0.10014762035365825,0.04451496571398026,2.7140636951273107,0.1555009842667927,0.9448529411764705,0.061450790940143836
2022-05,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,7072,502321.0,0.10014762035365825,0.04451496571398026,2.59880050122826,0.3022884886049872,0.9651119503265839,0.16960740995747156
2022-05,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,7072,132.0,0.10014762035365825,0.04451496571398026,2.7056406507826036,0.2818146302321965,0.8963643459110452,0.07915113575433988
2022-05,MHB,mhb,equal,7072,7072.0,0.10014762035365825,0.04451496571398026,2.7082723620970555,0.15569739174292452,0.945418552036199,0.0619146350898494
2022-05,MHB,mhb,volume,7072,502321.0,0.10014762035365825,0.04451496571398026,2.5926195181287577,0.30198825668689483,0.9651716730934999,0.16938663870535006
2022-05,MHB,mhb,contract_balanced,7072,132.0,0.10014762035365825,0.04451496571398026,2.702749959655005,0.28186413413167116,0.8956044905860606,0.07904228864732599
2022-06,DR normal,dr_normal,equal,8341,8341.0,0.19191726717020893,0.09263951097753151,5.370666724116575,0.09711356558198841,0.9471286416496822,0.04298194882812562
2022-06,DR normal,dr_normal,volume,8341,784484.0,0.19191726717020893,0.09263951097753151,20.834764232083906,0.6110667746210409,0.8013789956200508,0.0673174275237793
2022-06,DR normal,dr_normal,contract_balanced,8341,138.0,0.19191726717020893,0.09263951097753151,33.23928450705932,0.3012907243262231,0.80121270931623,0.037818582240397025
2022-06,DR-AS normal,dras_normal,equal,8341,8341.0,0.19191726717020893,0.09263951097753151,4.12263312818054,0.09228767366848348,0.9615154058266395,0.054334914914160405
2022-06,DR-AS normal,dras_normal,volume,8341,784484.0,0.19191726717020893,0.09263951097753151,5.159402091576072,0.25942179665785303,0.941305367604693,0.19368505608981798
2022-06,DR-AS normal,dras_normal,contract_balanced,8341,138.0,0.19191726717020893,0.09263951097753151,3.0529873382882142,0.16512099978856926,0.9363828183411901,0.12061167372633139
2022-06,"Beta, no hurdle",beta_no_hurdle,equal,8341,8341.0,0.19191726717020893,0.09263951097753151,4.032138863446871,0.0913144248748106,0.9598369500059944,0.05058270450852224
2022-06,"Beta, no hurdle",beta_no_hurdle,volume,8341,784484.0,0.19191726717020893,0.09263951097753151,5.1475983706071275,0.31252465344241914,0.8938894865924607,0.15181568345597285
2022-06,"Beta, no hurdle",beta_no_hurdle,contract_balanced,8341,138.0,0.19191726717020893,0.09263951097753151,3.0250959859973765,0.18844354806166558,0.923831968640315,0.09550497550470027
2022-06,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,8341,8341.0,0.19191726717020893,0.09263951097753151,2.332609390403789,0.09616189425375149,0.9691883467210167,0.06110299587458576
2022-06,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,8341,784484.0,0.19191726717020893,0.09263951097753151,3.0232065716637386,0.28696623945577093,0.9398955236818085,0.17148335987432411
2022-06,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,8341,138.0,0.19191726717020893,0.09263951097753151,2.1552871777440132,0.18138474155201778,0.9327639335126958,0.11004988606664526
2022-06,MHB,mhb,equal,8341,8341.0,0.19191726717020893,0.09263951097753151,2.3290505650871047,0.0962206261685233,0.9693082364224913,0.06124362175574559
2022-06,MHB,mhb,volume,8341,784484.0,0.19191726717020893,0.09263951097753151,3.0252731593614346,0.2869397993068049,0.9398955236818085,0.1718053749097773
2022-06,MHB,mhb,contract_balanced,8341,138.0,0.19191726717020893,0.09263951097753151,2.155474283589558,0.18123428218328702,0.9327639335126958,0.11020745809227525
2022-07,DR normal,dr_normal,equal,11342,11342.0,0.2110104527358986,0.10833331533857524,3.5464814634254385,0.08629086040620268,0.9545935461117968,0.04445995831173062
2022-07,DR normal,dr_normal,volume,11342,1255773.0,0.2110104527358986,0.10833331533857524,6.233620989773746,0.26276535158228015,0.847040030323952,0.09472806881688148
2022-07,DR normal,dr_normal,contract_balanced,11342,121.0,0.2110104527358986,0.10833331533857524,5.04025757691926,0.10447672511803527,0.9091815964222194,0.04554717965204415
2022-07,DR-AS normal,dras_normal,equal,11342,11342.0,0.2110104527358986,0.10833331533857524,3.095630197381973,0.08436584092558053,0.9668488802680304,0.05578078022111775
2022-07,DR-AS normal,dras_normal,volume,11342,1255773.0,0.2110104527358986,0.10833331533857524,3.4398522143292287,0.24597952275367324,0.9758937323863468,0.2187522510687023
