model_a,model_b,metric,weighting,difference_b_minus_a,ci_low,ci_high,clusters,draws
MHB,DR normal,nll,equal,0.9269192249342426,0.8284326460905007,1.0274955872508786,1395,999
MHB,DR-AS normal,nll,equal,0.8451507544279363,0.7551353955180528,0.9346457401270184,1395,999
MHB,"Beta, no hurdle",nll,equal,0.8963066703497615,0.8178949405822667,0.9860333976148029,1395,999
MHB,"Hurdle beta, post-hoc coherence",nll,equal,6.75294649911505,6.064682319903295,7.497511962400083,1395,999
MHB,DR normal,is,equal,-0.0039370334343021415,-0.005190781876084597,-0.002824516289166303,1395,999
MHB,DR-AS normal,is,equal,-0.0036720358382728345,-0.0049051271119352,-0.0026045187177253745,1395,999
MHB,"Beta, no hurdle",is,equal,-0.003510033161108286,-0.004652924827423771,-0.0024035982481031095,1395,999
MHB,"Hurdle beta, post-hoc coherence",is,equal,-0.00010430438689716004,-0.0001909882646010173,-1.61875478608057e-05,1395,999
MHB,DR normal,nll,volume,4.021965075908403,-6.2768060153202265,11.434345987750522,1374,999
MHB,DR-AS normal,nll,volume,-2.447181804494193,-6.802326118475589,-0.9332510152824579,1374,999
MHB,"Beta, no hurdle",nll,volume,0.7543825011643293,0.6254140056448085,1.0743155958275943,1374,999
MHB,"Hurdle beta, post-hoc coherence",nll,volume,0.5986508170850949,0.1787611253813753,1.6635373044750816,1374,999
MHB,DR normal,is,volume,0.022524589746418106,-0.01760841085494542,0.04967689265213831,1374,999
MHB,DR-AS normal,is,volume,-0.027074963434717738,-0.04122154243557053,-0.0117259819511501,1374,999
MHB,"Beta, no hurdle",is,volume,-0.0030097105912250018,-0.013711254647871284,0.0036753719173365416,1374,999
MHB,"Hurdle beta, post-hoc coherence",is,volume,-0.0003860038425822728,-0.0012365420444668286,1.6464200596796762e-05,1374,999
MHB,DR normal,nll,contract_balanced,-0.11129475846793221,-1.977396797533811,1.549475211713614,1395,999
MHB,DR-AS normal,nll,contract_balanced,-2.7352357025353715,-4.134616622316554,-1.5261815750487053,1395,999
MHB,"Beta, no hurdle",nll,contract_balanced,0.9564810357753024,0.7848876163573035,1.1776332883431941,1395,999
MHB,"Hurdle beta, post-hoc coherence",nll,contract_balanced,2.9917188408885895,2.0830522556269533,4.32601116667613,1395,999
MHB,DR normal,is,contract_balanced,-0.007174415367472821,-0.012238539665406155,-0.001471906056143172,1395,999
MHB,DR-AS normal,is,contract_balanced,-0.01005784930117248,-0.01276259369776583,-0.007778640816799919,1395,999
MHB,"Beta, no hurdle",is,contract_balanced,-0.00853163248122818,-0.010781934125875274,-0.00646926711847451,1395,999
MHB,"Hurdle beta, post-hoc coherence",is,contract_balanced,-0.0006904256950529049,-0.001134829811432885,-0.00024632863524872957,1395,999
