category,regime,model,model_slug,weighting,n,weight_sum,negative_log_score,interval_score
All,all,DR normal,dr_normal,equal,986286,986286.0,2.9583675251777217,0.06945449076968134
All,all,DR-AS normal,dras_normal,equal,986286,986286.0,2.8558506042255876,0.06943819742392292
All,all,"Beta, no hurdle",beta_no_hurdle,equal,986286,986286.0,2.871793057440575,0.06955546300527751
All,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,986286,986286.0,6.9163028000466085,0.07327409431290999
All,all,MHB,mhb,equal,986286,986286.0,1.726157164844209,0.07330358401600935
All,all,DR normal,dr_normal,volume,986286,1047647292.51,9.592529689266312,0.24063322697961742
All,all,DR-AS normal,dras_normal,volume,986286,1047647292.51,3.125942713420955,0.18975259530658745
All,all,"Beta, no hurdle",beta_no_hurdle,volume,986286,1047647292.51,6.279632987741859,0.21272895843194123
All,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,986286,1047647292.51,6.044488837259284,0.2151147948869336
All,all,MHB,mhb,volume,986286,1047647292.51,5.5344323094006445,0.21547608759198605
All,all,DR normal,dr_normal,contract_balanced,986286,1403.0,7.573046236528233,0.23134788410291546
All,all,DR-AS normal,dras_normal,contract_balanced,986286,1403.0,5.012483731890754,0.22740851527337594
All,all,"Beta, no hurdle",beta_no_hurdle,contract_balanced,986286,1403.0,8.346316105567004,0.22812280053022158
All,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,986286,1403.0,9.665807991170716,0.23572331992663537
All,all,MHB,mhb,contract_balanced,986286,1403.0,7.231247969010687,0.2362178808596914
Economics,all,DR normal,dr_normal,equal,728464,728464.0,3.6923297633690164,0.0852128092882787
Economics,all,DR-AS normal,dras_normal,equal,728464,728464.0,3.5475557079260707,0.0848209608155746
Economics,all,"Beta, no hurdle",beta_no_hurdle,equal,728464,728464.0,3.507872086756834,0.0851163071881338
Economics,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,728464,728464.0,8.679607430804014,0.09102540889005546
Economics,all,MHB,mhb,equal,728464,728464.0,2.156816875853177,0.0910760678699348
Economics,all,DR normal,dr_normal,volume,728464,106766894.50999999,4.925666118431489,0.18577946465926806
Economics,all,DR-AS normal,dras_normal,volume,728464,106766894.50999999,3.856864628724591,0.18048266857202555
Economics,all,"Beta, no hurdle",beta_no_hurdle,volume,728464,106766894.50999999,4.274686460491131,0.17948013077426644
Economics,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,728464,106766894.50999999,5.132157172158382,0.1880931317447587
Economics,all,MHB,mhb,volume,728464,106766894.50999999,3.48765367752837,0.1891438702222217
Economics,all,DR normal,dr_normal,contract_balanced,728464,1110.0,8.885763221436278,0.227713211574053
Economics,all,DR-AS normal,dras_normal,contract_balanced,728464,1110.0,5.615989959866159,0.2217563886062773
Economics,all,"Beta, no hurdle",beta_no_hurdle,contract_balanced,728464,1110.0,5.971547252173522,0.220162941437196
Economics,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,728464,1110.0,7.617132525068974,0.22712181434444376
Economics,all,MHB,mhb,contract_balanced,728464,1110.0,4.808437558650802,0.22766669001972867
Politics,all,DR normal,dr_normal,equal,6852,6852.0,2.725398581045737,0.08218626670208928
Politics,all,DR-AS normal,dras_normal,equal,6852,6852.0,2.5098484359669664,0.09653507808607086
Politics,all,"Beta, no hurdle",beta_no_hurdle,equal,6852,6852.0,2.7970768253668554,0.09075132778940204
Politics,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,6852,6852.0,2.994469343923776,0.09730312147320432
Politics,all,MHB,mhb,equal,6852,6852.0,2.183292537014438,0.09717287325238187
Politics,all,DR normal,dr_normal,volume,6852,594405128.0,13.92792640677036,0.2509511986842963
Politics,all,DR-AS normal,dras_normal,volume,6852,594405128.0,2.9707631408640127,0.16007989125432145
Politics,all,"Beta, no hurdle",beta_no_hurdle,volume,6852,594405128.0,3.9512009432019832,0.19993769416841753
Politics,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,6852,594405128.0,3.9794302029541733,0.19463412038610645
Politics,all,MHB,mhb,volume,6852,594405128.0,3.466735181273925,0.1946654811547904
Politics,all,DR normal,dr_normal,contract_balanced,6852,13.0,4.706891422874647,0.24878310989702926
Politics,all,DR-AS normal,dras_normal,contract_balanced,6852,13.0,3.154535060686272,0.2517449051942712
Politics,all,"Beta, no hurdle",beta_no_hurdle,contract_balanced,6852,13.0,4.673418897706534,0.2504752351280621
Politics,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,contract_balanced,6852,13.0,4.812761797823482,0.24799066001377212
Politics,all,MHB,mhb,contract_balanced,6852,13.0,4.423595201144701,0.24805948185262247
Sports,all,DR normal,dr_normal,equal,250970,250970.0,0.8343337176445845,0.02336688719148326
Sports,all,DR-AS normal,dras_normal,equal,250970,250970.0,0.8575581397670472,0.024048480813837373
Sports,all,"Beta, no hurdle",beta_no_hurdle,equal,250970,250970.0,1.0275538320763065,0.023809960107237724
Sports,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,equal,250970,250970.0,1.9052196359285525,0.021093194140666138
Sports,all,MHB,mhb,equal,250970,250970.0,0.46364615838707357,0.021065599205021785
Sports,all,DR normal,dr_normal,volume,250970,346475270.0,3.5929225304670944,0.2398352207130038
Sports,all,DR-AS normal,dras_normal,volume,250970,346475270.0,3.1669305468741897,0.2435149568744929
Sports,all,"Beta, no hurdle",beta_no_hurdle,volume,250970,346475270.0,10.892065678384387,0.24491903983933797
Sports,all,"Hurdle beta, post-hoc coherence",hurdle_posthoc,volume,250970,346475270.0,9.868393095989195,0.25857774393485783
Sports,all,MHB,mhb,volume,250970,346475270.0,9.712444709488604,0.2592926066098973
